EN1 3RZ,51.653536,-0.057535
RM9 6SJ,51.530606,0.145436
SE7 7SA,51.488758,0.027368
E10 5NH,51.555388,-0.008489
E6 5UP,51.516,0.045355
E14 3BT,51.494253,-0.013619
WD24 7RT,51.679479,-0.389936
E4 8QB,51.608197,-0.032739
NW7 2ET,51.607507,-0.242031
WD24 4AD,51.667554,-0.397734
EN3 4EJ,51.640477,-0.047095
W6 9TQ,51.491039,-0.239053
SE11 5RD,51.487198,-0.115776
NW3 5EY,51.545626,-0.17747
W14 9DA,51.490582,-0.21418
NW8 9SQ,51.531925,-0.171933
W12 8PS,51.503305,-0.222414
SW20 8LR,51.408413,-0.215701
SW4 9SH,51.461627,-0.157857
NW3 4QN,51.551689,-0.170611
W3 0TE,51.527004,-0.279387
W3 6PH,51.514705,-0.268551
W5 4LR,51.501683,-0.28681
SW17 7AN,51.439837,-0.156072
SW17 7RH,51.436997,-0.161366
N16 7XA,51.555667,-0.074229
SE5 0EG,51.481755,-0.094987
SE14 5BE,51.477929,-0.053182
SE15 5LJ,51.474549,-0.075574
BR1 3AX,51.406646,0.030981
SE10 9TS,51.484131,0.000964
SE7 7AL,51.487223,0.02671
SE13 5PQ,51.458867,0.004868
TW9 4LL,51.46899,-0.279094
SE9 4qn,51.437839,0.04307
E10 6JP,51.571247,-0.008229
SE2 9SA,51.493353,0.121443
HA1 3BS,51.577676,-0.342505
SE20 8AP,51.413818,-0.068778
N14 5BU,51.633226,-0.131463
NW4 1DL,51.589367,-0.219793
NW7 1JX,51.604672,-0.206198
NW9 8RR,51.565675,-0.264379
NW9 7EB,51.577441,-0.23993
N12 0AP,51.602004,-0.174318
IG10 3SP,51.648247,0.08413
BR1 4PJ,51.426006,-0.005575
UB6 8ST,51.534986,-0.346666
IG2 7RH,51.573894,0.084205
N17 9JL,51.589348,-0.067911
RM11 1DP,51.564802,0.204776
EN3 7NJ,51.659369,-0.029843
IG1 2PG,51.544345,0.07811
E16 1QX,51.517006,0.023131
SE1 4AG,51.494353,-0.091653
N11 2UU,51.610465,-0.13702
E17 5JG,51.589461,-0.028207
RM1 4SD,51.588925,0.175641
CR0 8SS,51.376556,-0.0598
SE3 0DZ,51.467956,0.025409
RM11 2SE,51.587866,0.223043
BR2 8NA,51.378022,0.043897
N11 1NH,51.61742,-0.142412
NW7 2PT,51.615456,-0.241999
EN1 4SE,51.679794,-0.04889
EN5 1AB,51.646648,-0.188049
IG11 0AT,51.532516,0.104534
UB6 9BA,51.522084,-0.35447
SW18 1EW,51.461377,-0.188587
RM10 7UU,51.550536,0.161966
SM2 5BN,51.357755,-0.191472
CR0 3AB,51.390194,-0.132024
HA4 0SA,51.559421,-0.397454
CR5 3EE,51.293612,-0.154148
KT8 9AE,51.402293,-0.342757
SM7 1AZ,51.316828,-0.211278
DA8 3EX,51.473326,0.162763
SM1 2LR,51.361964,-0.2138
E1 2BX,51.517623,-0.055755
SW1V 2RE,51.492735,-0.136997
SE9 2PH,51.450204,0.081877
SE25 6DP,51.409559,-0.087119
KT12 1RZ,51.374761,-0.408422
UB6 8AA,51.531993,-0.308322
IG2 7HU,51.57329,0.084322
CR2 8JH,51.352904,-0.038122
TW14 0HW,51.458595,-0.402341
HA4 7TA,51.577916,-0.430633
TW5 9BA,51.477267,-0.394791
HA4 0QP,51.560807,-0.38119
DA1 1LA,51.43708,0.217382
UB9 4DA,51.552136,-0.487499
BR6 9DA,51.364389,0.11078
TW14 0PR,51.465544,-0.424168
TW5 9NB,51.486574,-0.396106
UB10 0PH,51.532062,-0.452034
TW16 5AD,51.418515,-0.411534
WD3 8DS,51.634007,-0.490138
BR7 6HB,51.417357,0.09074
TW5 0TA,51.479488,-0.364169
BR6 8NL,51.366703,0.054512
HA7 3DZ,51.620791,-0.316434
CR0 3RU,51.379167,-0.111177
RM7 0QA,51.565909,0.178294
DA14 5BL,51.414804,0.123197
TW5 9NB,51.486574,-0.396106
DA14 5JA,51.409654,0.144284
DA16 3RW,51.466322,0.085303
KT16 8LA,51.389326,-0.490458
N19 3SH,51.564888,-0.132381
WD18 0FS,51.647661,-0.394244
RM11 2SE,51.587866,0.223043
E16 2BB,51.502529,0.026193
W6 9TQ,51.491039,-0.239053
E2 9LH,51.528497,-0.056029
WC1X 9QX,51.53001,-0.111212
W14 8BA,51.497621,-0.206989
SW14 8LW,51.46695,-0.266976
SW6 2EL,51.478182,-0.189031
NW3 7BS,51.558265,-0.196397
W9 2HE,51.523288,-0.193109
SW20 0AB,51.417003,-0.251004
NW1 9HG,51.545372,-0.133276
SW19 2BN,51.418432,-0.178392
SW10 9UZ,51.482584,-0.185875
W3 6UP,51.523432,-0.25973
SW17 7BQ,51.439776,-0.155082
SW2 2QB,51.447858,-0.112589
E17 9AA,51.577414,-0.017168
SE13 7TG,51.46527,-0.018405
N6 4HX,51.580427,-0.153894
SE4 2SU,51.461909,-0.035668
E13 9JY,51.527484,0.031885
SE18 1JH,51.486972,0.093707
E12 5HH,51.562314,0.033885
SE9 1DH,51.451392,0.050698
SE12 0du,51.432246,0.020708
E10 7LN,51.567852,-0.031393
DA6 8BE,51.458052,0.135511
CR0 6AD,51.379242,-0.082563
CR0 8ER,51.371327,-0.024562
N14 4XA,51.648836,-0.129173
NW7 2PT,51.615456,-0.241999
W7 3QJ,51.504446,-0.333823
N20 0LH,51.627914,-0.174492
N21 3RL,51.629809,-0.096767
CR7 6JH,51.397151,-0.116086
EN3 5UT,51.666479,-0.04255
TW2 5AW,51.442285,-0.35249
EN4 8QX,51.645941,-0.166844
HA0 1JQ,51.535935,-0.297939
IG1 1XR,51.5594,0.091679
IG3 8RU,51.564907,0.102566
IG4 5AQ,51.575793,0.046321
IG8 8PE,51.601187,0.044358
IG11 9PG,51.533414,0.10557
UB6 9RZ,51.531847,-0.367151
IG10 1QR,51.654577,0.06538
RM5 2BD,51.597968,0.153952
RM10 8AQ,51.539029,0.165156
RM1 3BT,51.582185,0.18704
RM13 8DP,51.520104,0.193971
BR3 3DG,51.388004,-0.024792
BR3 6PG,51.406429,-0.010381
BR2 0UJ,51.378476,0.035031
W4 5QJ,51.491752,-0.283523
E17 9DZ,51.579421,-0.005592
N15 6LS,51.576157,-0.07231
SE3 7HS,51.474135,0.018037
SE23 3PE,51.440782,-0.059784
N2 8AN,51.593902,-0.16855
E7 8AF,51.548201,0.040294
SE12 8BL,51.45189,0.0288
SW9 7AA,51.468395,-0.112965
NW10 7TS,51.541023,-0.253094
W3 9RH,51.508237,-0.280627
E16 2AB,51.504289,0.017971
EN1 1JD,51.642404,-0.061379
KT3 6HF,51.398737,-0.243664
KT6 7DQ,51.381727,-0.283346
CR0 8DN,51.376729,-0.032936
RM3 0AA,51.609478,0.224146
CR8 2BA,51.345389,-0.104927
CR5 3EG,51.290508,-0.154602
SM3 9BY,51.376117,-0.221986
SW13 9EW,51.484207,-0.23501
HA5 5PB,51.591602,-0.381626
NW10 1DE,51.553611,-0.24411
BR2 6DQ,51.343297,0.03164
DA1 1YT,51.437686,0.237081
DA1 3EN,51.447288,0.198261
DA1 2PZ,51.439611,0.198093
UB3 4NE,51.500675,-0.421358
UB3 1LL,51.494475,-0.431728
KT8 9BW,51.405588,-0.34363
KT11 3AS,51.324378,-0.398011
KT12 4JZ,51.368129,-0.39624
CR0 8ER,51.371327,-0.024562
SW19 1EQ,51.4163,-0.192225
WD25 7LW,51.69199,-0.398014
WD19 6EG,51.626843,-0.386267
BR5 3AQ,51.401848,0.113625
BR6 7SQ,51.344374,0.112588
HA2 8PT,51.560235,-0.365861
HA8 8AF,51.621802,-0.291766
TW4 5BD,51.464262,-0.381542
TW14 8RD,51.456471,-0.417349
UB9 4DA,51.552136,-0.487499
HA6 2HU,51.631697,-0.415817
HA7 1QL,51.593494,-0.287443
HA3 8SF,51.600599,-0.317383
TW6 3PF,51.46126,-0.481839
UB2 4AH,51.504725,-0.379418
TW13 6QA,51.436374,-0.391808
CR2 6EE,51.359172,-0.09755
CR2 8JT,51.35066,-0.039984
SE8 3BU,51.48123,-0.021487
E14 0JG,51.511665,0.001089
HA9 7PU,51.562623,-0.301617
UB1 3DD,51.509312,-0.351097
UB8 2HT,51.520736,-0.480539
SW15 2UE,51.45406,-0.211618
W2 1EB,51.521693,-0.171968
HA5 2PA,51.599043,-0.409546
SM3 8QF,51.360811,-0.217752
CR4 6JH,51.404608,-0.157991
HA5 2ET,51.584759,-0.407273
HA0 3HF,51.559124,-0.318438
N22 5LE,51.599071,-0.101648
UB9 4DF,51.564306,-0.49969
W5 4QT,51.502699,-0.306626
W9 2HQ,51.523487,-0.193793
EN4 0PT,51.660018,-0.135667
W1K 7TS,51.510964,-0.154181
N7 6RA,51.561062,-0.116302
N9 9HL,51.629142,-0.076249
W12 0TN,51.516811,-0.231314
E7 8BS,51.546729,0.030781
SW16 4ER,51.406836,-0.120548
N19 3NU,51.562541,-0.126124
SE2 0RB,51.484996,0.105629
W12 9NS,51.50092,-0.234177
NW2 3JX,51.553119,-0.21153
NW10 2UE,51.551802,-0.249358
N4 2AP,51.565815,-0.10211
SE18 4AB,51.487754,0.059719
BR2 9LP,51.393228,0.030487
DA14 6PA,51.427164,0.096049
DA16 1SF,51.460828,0.119344
NW10 8SR,51.541853,-0.255191
E11 4PG,51.559403,0.007094
SE20 7AE,51.411861,-0.054868
N9 7HL,51.62796,-0.055839
TW8 0DU,51.488005,-0.292364
IG6 3AD,51.604588,0.095214
W1W 5DQ,51.52142,-0.140353
IG3 9RY,51.562944,0.115216
IG8 8PN,51.599219,0.040111
E6 3RW,51.525788,0.056462
E11 1PP,51.57389,0.017603
SW16 2RW,51.432692,-0.117357
N13 5JF,51.615133,-0.100617
CR0 4NX,51.368721,-0.118057
HA3 9DP,51.587511,-0.301425
SE9 6SX,51.45856,0.049624
SE18 2UL,51.480787,0.078431
E5 8EQ,51.555017,-0.055013
SE24 0HJ,51.465105,-0.102519
CR0 4NX,51.368721,-0.118057
N4 3QF,51.572539,-0.1131
RM8 1BP,51.560845,0.145128
NW1 8AA,51.541253,-0.149726
EN1 1TW,51.647477,-0.057115
E4 8SN,51.606838,-0.019857
SE15 5EW,51.472736,-0.068681
NW9 9RL,51.591581,-0.28265
DA8 2AH,51.480168,0.18469
SE28 8RD,51.50613,0.103087
SW2 4PB,51.439211,-0.130198
W4 5LG,51.496197,-0.262986
Lane E4,51.511623,-0.117567
N20 0BB,51.629706,-0.157948
KT3 3NS,51.401297,-0.266439
N16 5SR,51.566259,-0.073623
EN5 4BX,51.652733,-0.210141
RM12 4BZ,51.563581,0.18834
NW2 6LH,51.566368,-0.22655
CR5 3BR,51.318874,-0.14969
KT12 1RZ,51.374761,-0.408422
E17 6AA,51.591558,-0.039564
WD3 1JD,51.639274,-0.468474
SE22 9BD,51.461881,-0.068607
E10 6QA,51.565377,-0.010506
HA4 7ES,51.569417,-0.428458
UB7 7EQ,51.501859,-0.4783
SE15 1NZ,51.480182,-0.057781
HA2 6AE,51.587962,-0.359727
RM6 6AU,51.572955,0.145784
TW14 8PA,51.450811,-0.439312
BR5 2QR,51.405798,0.103484
UB2 5LN,51.49907,-0.407755
TW19 7LU,51.45777,-0.471303
SW11 4NP,51.479016,-0.168073
SM4 6AW,51.395,-0.173946
SE27 0QP,51.423468,-0.105741
NW5 1RL,51.558454,-0.149648
W11 6JG,51.512195,-0.208639
